taxonomy_id,name,taxonomy_lvl
2602769,Flavobacterium alkalisoli,S
3242677,Pseudomonas sp. LW8,S
647221,Plasmodium gaboni,S
76760,Pseudomonas rhodesiae,S
1423,Bacillus subtilis,S
3070659,Aestuariibaculum sp. YM273,S
1578925,Pyricularia pennisetigena,S
76859,Fusobacterium animalis,S
727,Haemophilus influenzae,S
1922217,Candidatus Erwinia haradaeae,S
384,Rhizobium leguminosarum,S
453459,Kwoniella pini,S
253,Chryseobacterium indologenes,S
2879113,Salmonella sp. JXY0409-18,S
45151,Pyrenophora tritici-repentis,S
2004662,Hyphobacterium sp.,S
2763068,Streptococcus sp. NSJ-72,S
2913495,Acinetobacter sp. AHP123,S
1282,Staphylococcus epidermidis,S
199306,Coccidioides posadasii,S
256618,Parvibaculum lavamentivorans,S
1530123,Acinetobacter seifertii,S
113287,Pseudoramibacter alactolyticus,S
880535,Plasmodium sp. gorilla clade G2,S
305,Ralstonia solanacearum,S
1624,Ligilactobacillus salivarius,S
2506420,Periweissella cryptocerci,S
166486,Roseburia intestinalis,S
1785995,Gemella sp. oral taxon 928,S
5147,Sordaria macrospora,S
2761107,Luteimonas sp. MC1825,S
2034170,Trichoderma breve,S
42858,Mammaliicoccus lentus,S
231049,Furfurilactobacillus rossiae,S
107401,Tenacibaculum maritimum,S
36050,Fusarium poae,S
280754,Pochonia chlamydosporia,S
2027860,Mucilaginibacter rubeus,S
5854,Plasmodium reichenowi,S
674703,Rugositalea oryzae,S
39960,Erythrobacter litoralis,S
2766984,Pedobacter riviphilus,S
1798193,Erythrobacter sp. HL-111,S
663,Vibrio alginolyticus,S
1296,Mammaliicoccus sciuri,S
1355374,Aliarcobacter lanthieri,S
173,Leptospira interrogans,S
1598,Limosilactobacillus reuteri,S
5454,Ascochyta rabiei,S
1894999,Enhydrobacter sp.,S
228899,Peribacillus asahii,S
615,Serratia marcescens,S
36914,Lodderomyces elongisporus,S
1358,Lactococcus lactis,S
670,Vibrio parahaemolyticus,S
2587410,Thermothielavioides terrestris,S
151895,Pseudopedobacter saltans,S
1307,Streptococcus suis,S
165179,Segatella copri,S
285665,Micromonospora coriariae,S
1813611,Chryseobacterium cucumeris,S
2507161,Acidilutibacter cellobiosedens,S
2721244,Streptomyces sp. RPA4-2,S
3394321,Halomonas sp. HK25,S
373672,Chryseobacterium gambrini,S
2058762,Flagellimonas sp.,S
64104,Bacillus pseudomycoides,S
1752063,Fischerella sp. NIES-3754,S
71237,Mammaliicoccus vitulinus,S
1325120,Bradyrhizobium sp. CCBAU 53421,S
2906076,Flavobacterium covae,S
3403077,Endozoicomonas sp. ALC020,S
246787,Bacteroides cellulosilyticus,S
1929291,Reyranella sp.,S
28132,Prevotella melaninogenica,S
318829,Pyricularia oryzae,S
3031803,Chryseobacterium sp. WX,S
1505,Paraclostridium sordellii,S
148305,Pyricularia grisea,S
358,Agrobacterium tumefaciens,S
1220207,Aspergillus puulaauensis,S
2567941,Metabacillus sediminilitoris,S
3082533,Prochlorococcus sp. MIT 9116,S
303,Pseudomonas putida,S
1126,Microcystis aeruginosa,S
463800,Kwoniella mangrovensis,S
1100,Pelodictyon luteolum,S
1498,Hathewaya histolytica,S
2663009,Fusobacterium pseudoperiodonticum,S
181124,Marasmius oreades,S
1355330,Flavobacterium faecale,S
818,Bacteroides thetaiotaomicron,S
2754725,Corynebacterium incognita,S
34406,Colletotrichum destructivum,S
182096,Aspergillus chevalieri,S
121627,Talaromyces rugulosus,S
2099387,Tolypothrix sp. PCC 7910,S
746128,Aspergillus fumigatus,S
28131,Prevotella intermedia,S
33964,Leuconostoc citreum,S
1381081,Vibrio panuliri,S
1596,Lactobacillus gasseri,S
456999,Rhizoctonia solani,S
2651167,Ignavibacterium sp.,S
38293,Photobacterium damselae,S
821,Phocaeicola vulgatus,S
48095,Alternaria dauci,S
33047,Bartonella vinsonii,S
1241981,Chryseobacterium lactis,S
246432,Staphylococcus equorum,S
1542,Clostridium novyi,S
2778902,Mucilaginibacter sp. 21P,S
164546,Cupriavidus taiwanensis,S
1287690,Aequorivita nionensis,S
208375,Bradyrhizobium sp. Pha-3,S
36035,Saccharomycodes ludwigii,S
1006,Marivirga tractuosa,S
2905121,Flagellimonas sp. HMM57,S
2321133,Halarcobacter sp.,S
83554,Chlamydia psittaci,S
2755338,Aceticella autotrophica,S
564305,Kwoniella shivajii,S
2341117,Arachidicoccus soli,S
47466,Borrelia miyamotoi,S
37727,Talaromyces marneffei,S
2850,Phaeodactylum tricornutum,S
373994,Rivularia sp. PCC 7116,S
1465,Brevibacillus laterosporus,S
5518,Fusarium graminearum,S
584,Proteus mirabilis,S
1972867,Agrobacterium rosae,S
258,Sphingobacterium spiritivorum,S
704125,Clostridium gelidum,S
195108,Fusarium falciforme,S
2494373,Flammeovirga pectinis,S
45286,Eremothecium sinecaudum,S
1987584,Shewanella carassii,S
1283,Staphylococcus haemolyticus,S
2041044,Eubacterium maltosivorans,S
163877,Virgibacillus necropolis,S
2576904,Nostoc sp. TCL26-01,S
33038,Mediterraneibacter gnavus,S
216946,Spiroplasma turonicum,S
80884,Colletotrichum higginsianum,S
2912824,Niallia sp. Man26,S
2844289,Labanvirus laban,S
59893,Paenibacillus peoriae,S
1268659,Kwoniella botswanensis,S
357276,Phocaeicola dorei,S
79883,Sutcliffiella horikoshii,S
69781,Penicillium oxalicum,S
162425,Aspergillus nidulans,S
1008305,Fervidobacterium thailandense,S
42260,Zygotorulaspora mrakii,S
3160967,Bacillus haimaensis,S
33033,Parvimonas micra,S
654,Aeromonas veronii,S
388950,Pontibacter akesuensis,S
3069689,Tunturiibacter gelidiferens,S
218208,Desulfatibacillum aliphaticivorans,S
1196083,Snodgrassella alvi,S
2102,Mycoplasma mycoides,S
4932,Saccharomyces cerevisiae,S
1620816,Halotia branconii,S
1159556,Ustilaginoidea virens,S
323732,Babesia duncani,S
218490,Polaribacter butkevichii,S
159,Brachyspira hyodysenteriae,S
36738,Halococcus salifodinae,S
98403,Drechmeria coniospora,S
6039,Vairimorpha necatrix,S
348837,Spironucleus salmonicida,S
1397264,Catalinimonas niigatensis,S
2911172,Solitalea lacus,S
1524260,Polaribacter marinivivus,S
1297617,Intestinimonas butyriciproducens,S
2704651,Apibacter sp. ESL0404,S
1160,Planktothrix agardhii,S
57706,Citrobacter braakii,S
3108175,Roseovarius sp. Pro17,S
3342349,Rhabdochlamydiaceae symbiont of Dictyostelium giganteum,S
29388,Staphylococcus capitis,S
1054033,Arcobacter venerupis,S
27288,Naumovozyma castellii,S
208962,Escherichia albertii,S
28108,Alteromonas macleodii,S
2594496,Lactobacillus sp. PV037,S
55601,Vibrio anguillarum,S
5059,Aspergillus flavus,S
34085,Riemerella anatipestifer,S
1751095,Flavobacterium ammoniigenes,S
1392,Bacillus anthracis,S
51669,Tetragenococcus halophilus,S
254,Chryseobacterium indoltheticum,S
412384,Priestia aryabhattai,S
40214,Acinetobacter johnsonii,S
79880,Shouchella clausii,S
36745,Clostridium saccharoperbutylacetonicum,S
1478,Peribacillus simplex,S
1328300,Fusarium keratoplasticum,S
5875,Theileria parva,S
235986,Actinacidiphila glaucinigra,S
106649,Acinetobacter guillouiae,S
2209,Methanosarcina mazei,S
28031,Lysinibacillus fusiformis,S
1513,Clostridium tetani,S
324769,Kwoniella bestiolae,S
387093,Sulfurovum sp. NBC37-1,S
1312072,Polaribacter sp. SA4-12,S
1886,Streptomyces albidoflavus,S
930124,Metabacillus halosaccharovorans,S
1290,Staphylococcus hominis,S
53346,Enterococcus mundtii,S
4959,Debaryomyces hansenii,S
1859096,Cryptococcus deuterogattii,S
582,Morganella morganii,S
2115968,Lysinibacillus capsici,S
3127472,Bernardetia sp. ABR2-2B,S
2546356,Gloeothece citriformis,S
2173034,Petrocella atlantisensis,S
114524,Saccharomyces kudriavzevii,S
2482728,Pedobacter sp. G11,S
42094,Ureaplasma diversum,S
317,Pseudomonas syringae,S
3463854,Jiulongibacter sp. NS-SX5,S
1255,Pediococcus pentosaceus,S
2527978,Gimesia panareensis,S
702745,Myroides phaeus,S
101028,Fusarium pseudograminearum,S
324770,Kwoniella dejecticola,S
2994555,Chondrinema litorale,S
5478,Nakaseomyces glabratus,S
280036,Sporisorium graminicola,S
569,Hafnia alvei,S
3093923,Chryseobacterium sp. JJR-5R,S
1935204,Arcobacter porcinus,S
4956,Zygosaccharomyces rouxii,S
28985,Kluyveromyces lactis,S
2795000,Maridesulfovibrio sp.,S
3454626,Bacillus sp. RE35,S
78579,Thermothelomyces thermophilus,S
29341,Clostridium argentinense,S
630,Yersinia enterocolitica,S
666,Vibrio cholerae,S
2845819,Flavobacterium sp. CECT 9288,S
76594,Cellulophaga baltica,S
651561,Chryseobacterium arthrosphaerae,S
979,Cellulophaga lytica,S
1587,Lactobacillus helveticus,S
29562,Mesomycoplasma ovipneumoniae,S
505341,Gallibacterium salpingitidis,S
5499,Fulvia fulva,S
1573823,uncultured Draconibacterium sp.,S
3126507,Massilia sp. W12,S
263475,Viridibacillus arvi,S
2093780,Podospora pseudopauciseta,S
1080349,Saccharomyces eubayanus,S
4911,Kluyveromyces marxianus,S
1584,Lactobacillus delbrueckii,S
1408,Bacillus pumilus,S
1402861,Priestia filamentosa,S
2421,Thermosipho africanus,S
3028296,Methanolapillus millepedarum,S
1463165,Klebsiella quasipneumoniae,S
2026186,Bacillus paranthracis,S
293387,Bacillus altitudinis,S
1534,Clostridium kluyveri,S
2921462,Bacillus sp. FSL K6-1109,S
588,Providencia stuartii,S
2918526,Lutibacter sp. A64,S
1124,Chlorogloeopsis fritschii,S
157687,Leptotrichia wadei,S
89152,Peptacetobacter hiranonis,S
373891,Flammeovirga kamogawensis,S
1504,Clostridium septicum,S
3004093,Streptomyces camelliae,S
2736757,Nocardioides campestrisoli,S
1191912,Aquimarina sp. Aq107,S
1355477,Bradyrhizobium diazoefficiens,S
1538644,Sphingobacterium sp. ML3W,S
35128,Thalassiosira pseudonana,S
729,Haemophilus parainfluenzae,S
1855823,Macrococcoides canis,S
1286698,Crassaminicella profunda,S
5665,Leishmania mexicana,S
2562892,Myroides albus,S
2735723,Turicibacter bilis,S
37482,Laceyella sacchari,S
36845,Clostridium intestinale,S
5062,Aspergillus oryzae,S
314281,Pseudoalteromonas tunicata,S
2576841,Halomonas sp. PA16-9,S
2590012,Lysinibacillus agricola,S
2007306,Francisella adeliensis,S
1357545,Richelia sinica,S
2594042,Promethearchaeum syntrophicum,S
1492737,Flavobacterium gilvum,S
1218801,Kordia antarctica,S
2675788,Enterobacteriaceae endosymbiont of Donacia versicolorea,S
1942464,Cellulophaga sp. HaHaR_3_176,S
672,Vibrio vulnificus,S
2867022,Sulfitobacter sp. S190,S
1768011,Sphingobacterium cellulitidis,S
984991,Mycoplasma parvum,S
2893885,Flavobacterium cupriresistens,S
1913577,Christiangramia salexigens,S
2527964,Gimesia aquarii,S
1648923,Bacillus paralicheniformis,S
2806443,Turicibacter sp. TJ11,S
570161,Marinifilum fragile,S
3158075,Penicillium psychrofluorescens,S
1714849,Aquimarina sp. AD10,S
1441095,Bacillus gobiensis,S
3031799,Providencia hangzhouensis,S
2916755,Emticicia sp. 21SJ11W-3,S
1004,Chitinophaga sancti,S
201,Campylobacter lari,S
2546360,Crocosphaera subtropica,S
104,Cyclobacterium marinum,S
5007,Brettanomyces bruxellensis,S
2653681,Lacinutrix sp. WUR7,S
84377,Brachyspira intermedia,S
831,Butyrivibrio fibrisolvens,S
1923,Streptomyces phaeochromogenes,S
796027,Sugiyamaella lignohabitans,S
2775246,Flavobacterium sp. CS20,S
476,Moraxella bovis,S
2764711,Nostoc sp. MS1,S
563996,Sphingomonas hankookensis,S
1047171,Zymoseptoria tritici,S
2545709,Schizosaccharomyces osmophilus,S
2208,Methanosarcina barkeri,S
2596890,Candidatus Uabimicrobium amorphum,S
1563,Desulfosporosinus orientis,S
2917832,Leptothermofonsia sichuanensis,S
4909,Pichia kudriavzevii,S
28450,Burkholderia pseudomallei,S
254955,Flagellimonas marinaquae,S
817,Bacteroides fragilis,S
996558,Caldifermentibacillus hisashii,S
1778540,Dickeya fangzhongdai,S
2779363,Vibrio sp. SCSIO 43132,S
3095367,Candidatus Uabimicrobium helgolandensis,S
2748320,Flavobacterium inviolabile,S
2478552,Flavobacterium sp. 140616W15,S
3234141,Flavobacterium sp. WC2416,S
1393,Brevibacillus brevis,S
399025,Candidatus Phytoplasma rubi,S
3118470,Candidatus Minimicrobia sp. QA0096,S
3395320,Tenacibaculum sp. nBUS_03,S
550,Enterobacter cloacae,S
2320868,Clostridium manihotivorum,S
511,Alcaligenes faecalis,S
2282170,Kordia sp. SMS9,S
264023,Mariniflexile fucanivorans,S
2212991,Clostridium sp. AWRP,S
687844,Flavobacterium ginsenosidimutans,S
5208,Cryptococcus depauperatus,S
2763023,Bacteroides hominis,S
2117,Mycoplasmopsis lipophila,S
59600,Cellulophaga algicola,S
39491,Agathobacter rectalis,S
114525,Saccharomyces mikatae,S
1803846,Flavivirga eckloniae,S
959,Bdellovibrio bacteriovorus,S
1399,Cytobacillus firmus,S
3066294,Spiroplasma endosymbiont of Thecophora atra,S
985043,Polaribacter sejongensis,S
2230867,Enterococcus sp. DIV0212c,S
2774330,Tuanshanicoccus lijuaniae,S
1734106,Kwoniella shandongensis,S
5671,Leishmania infantum,S
29484,Yersinia frederiksenii,S
47951,Vibrio cyclitrophicus,S
556287,Candidatus Liberibacter solanacearum,S
1571,Sporosarcina ureae,S
2846100,Rosemountvirus SE13,S
117187,Fusarium verticillioides,S
826,Sebaldella termitidis,S
1117707,Vibrio quintilis,S
2653203,Sphingomonas sp. CL5.1,S
1574161,Proteus terrae,S
2912268,Paenibacillus melissococcoides,S
1460447,Terrisporobacter petrolearius,S
1260,Finegoldia magna,S
2317,Methanosphaera stadtmanae,S
996,Flavobacterium columnare,S
2878255,Cyanobacterium sp. DS4,S
94643,Besnoitia besnoiti,S
1324350,Acinetobacter equi,S
2697010,Winogradskyella helgolandensis,S
1109412,Brenneria goodwinii,S
238,Elizabethkingia meningoseptica,S
1912871,Malaciobacter canalis,S
1042133,Fusarium musae,S
2231603,Akanthomyces muscarius,S
2761500,Porcisia hertigi,S
2819994,Rhizobium sp. B230/85,S
2913506,Lysinibacillus sp. ACHW1.5,S
1390,Bacillus amyloliquefaciens,S
3115292,Neobacillus oceani,S
1490,Paraclostridium bifermentans,S
83655,Leclercia adecarboxylata,S
2608089,Ekhidna sp.,S
33169,Eremothecium gossypii,S
398743,Zunongwangia profunda,S
2026188,Bacillus tropicus,S
699433,Halobellus limi,S
39152,Methanococcus maripaludis,S
388459,Mycolicibacterium crocinum,S
553611,Photobacterium leiognathi,S
584609,Tenacibaculum jejuense,S
1705566,Bacillus sp. FJAT-18017,S
3025667,Flavobacterium sp. KACC 22758,S
2921721,Lysinibacillus sp. FSL P4-0201,S
2093777,Podospora bellae-mahoneyi,S
1965332,Kordia sp.,S
2968490,Paenimyroides aestuarii,S
2419842,Virgibacillus sp. Bac332,S
2895286,Pedobacter mucosus,S
1622,Ligilactobacillus murinus,S
1870903,Stappia sp.,S
603050,Malaciobacter mytili,S
13502,Brettanomyces nanus,S
2665914,Ulvibacterium sp.,S
2926907,Abyssalbus ytuae,S
1496080,Brevibacterium pigmentatum,S
169430,Paraburkholderia hospita,S
3038772,Tenacibaculum tangerinum,S
1890302,Bacillus wiedmannii,S
28447,Clavibacter michiganensis,S
861,Fusobacterium ulcerans,S
45972,Staphylococcus pasteuri,S
153151,Parageobacillus toebii,S
143232,Vanrija pseudolonga,S
871694,Flavobacterium ginsengisoli,S
72144,Remersonia thermophila,S
2496266,Iodobacter ciconiae,S
1354,Enterococcus hirae,S
2315449,Yamadazyma tenuis,S
3047343,Mimivirus bradfordmassiliense,S
2705473,Algoriphagus sp. NBT04N3,S
3344828,Bradyrhizobium sp. ma5,S
129985,Mesobacillus jeotgali,S
199441,Halalkalibacter krulwichiae,S
3070996,Clostridium sp. MB40-C1,S
1867846,Legionella clemsonensis,S
2664436,Dechloromonas aquae,S
62322,Shewanella baltica,S
1855336,Polaribacter sp. KT25b,S
1234841,Mucilaginibacter xinganensis,S
1647413,Anabaena sp. WA102,S
68886,Theileria orientalis,S
668,Aliivibrio fischeri,S
223919,Clostridium diolis,S
33039,[Ruminococcus] torques,S
779,Ehrlichia ruminantium,S
2052660,Oceanobacillus zhaokaii,S
2921381,Paenibacillus sp. FSL H8-0261,S
651,Aeromonas media,S
1904463,Poseidonibacter lekithochrous,S
2921587,Bacillus sp. FSL R7-0672,S
827,Campylobacter ureolyticus,S
3416654,Microbacterium sp. PA5,S
5874,Theileria annulata,S
2918453,Lutibacter sp. A80,S
2916754,Flaviramulus sp. BrNp1-15,S
2487065,Chryseobacterium sp. G0201,S
2151,Mesoplasma florum,S
29448,Bradyrhizobium elkanii,S
1714860,Aquimarina sp. BL5,S
641107,Clostridium sp. DL-VIII,S
2770788,Clostridioides sp. ES-W-0016-02,S
45497,Schnuerera ultunensis,S
2565531,Psychrobacter raelei,S
1486034,Lacinutrix venerupis,S
172045,Elizabethkingia miricola,S
1185412,Vallitalea guaymasensis,S
300231,Brumicola nitratireducens,S
33045,Bartonella grahamii,S
1836467,Maribacter hydrothermalis,S
2779360,Marixanthomonas sp. SCSIO 43207,S
261299,Intestinibacter bartlettii,S
3041619,Arsenophonus sp. aPb,S
247,Empedobacter brevis,S
2710596,Spirosoma foliorum,S
417367,Paenisporosarcina antarctica,S
1305,Streptococcus sanguinis,S
2779445,Clostridium sp. 'deep sea',S
5872,Theileria equi,S
52584,Brachyspira pilosicoli,S
239,Flavobacterium sp.,S
1411316,Pedobacter sp.,S
3070681,Clostridium sp. OS1-26,S
1727145,Anaerocolumna chitinilytica,S
28090,Acinetobacter lwoffii,S
2698686,Shewanella sp. Arc9-LZ,S
202956,Acinetobacter towneri,S
2849865,Clostridium sp. CM027,S
158822,Cedecea neteri,S
96345,Flavobacterium psychrophilum,S
221126,Algibacter lectus,S
2921698,Oceanobacillus sp. FSL W7-1281,S
81408,Saccharococcus caldoxylosilyticus,S
1517,Thermoanaerobacterium thermosaccharolyticum,S
197653,Anabaena azotica,S
2686078,Winogradskyella schleiferi,S
1462615,Halarcobacter ebronensis,S
437897,Megamonas funiformis,S
3082531,Prochlorococcus sp. MIT 1318,S
2908646,Vibrio sp. SS-MA-C1-2,S
2126352,Brevibacillus fortis,S
1005039,Fimbriimonas ginsengisoli,S
2371,Xylella fastidiosa,S
53946,Octadecabacter arcticus,S
2789740,Pedobacter endophyticus,S
336820,Pedobacter roseus,S
3349876,Nostoc sp. C110,S
208199,Guptibacillus hwajinpoensis,S
3239929,Dactylosporangium sp. CA-092794,S
563172,Ferruginibacter lapsinanis,S
29375,Lacrimispora xylanolytica,S
5664,Leishmania major,S
2921379,Paenibacillus sp. FSL H8-0175,S
1335,Streptococcus equinus,S
2714940,Pedobacter sp. HDW13,S
2975482,Paenibacillus andongensis,S
1510,Thermoclostridium stercorarium,S
5868,Babesia microti,S
3410088,Bradyrhizobium sp. B120,S
683124,Flavobacterium haoranii,S
2584122,Aureibaculum algae,S
44008,Enterococcus cecorum,S
76857,Fusobacterium polymorphum,S
1775926,Lodderomyces beijingensis,S
5660,Leishmania braziliensis,S
3423956,Pedobacter sp. P26,S
360422,Clostridium tagluense,S
470934,Pantoea vagans,S
558537,Delftia lacustris,S
3127471,Bernardetia sp. Wsw4-3y2,S
1334,Streptococcus dysgalactiae,S
182773,Clostridium isatidis,S
649756,Anaerostipes hadrus,S
2686365,Algibacter sp. L1A34,S
206,Campylobacter sputorum,S
122368,Cercospora beticola,S
1850246,Urechidicola croceus,S
747,Pasteurella multocida,S
13689,Sphingomonas paucimobilis,S
2879938,Chryseobacterium sp. MEBOG06,S
862126,Mucilaginibacter ginsenosidivorax,S
95641,Methylotuvimicrobium buryatense,S
2820002,Agrobacterium sp. S7/73,S
545501,Oceanobacillus oncorhynchi,S
2060973,Purpureocillium takamizusanense,S
5865,Babesia bovis,S
3060313,Mohonavirus ICP1,S
29494,Vibrio furnissii,S
2305987,Lentilitoribacter sp. Alg239-R112,S
2906077,Flavobacterium davisii,S
3093867,Allomuricauda sp. R78024,S
313588,Croceibacter atlanticus,S
28454,Sphingobacterium multivorum,S
1550579,Mucilaginibacter gotjawali,S
643214,Mammaliicoccus stepanovicii,S
1547,Thomasclavelia ramosa,S
86106,endosymbiont of Acanthamoeba sp. UWC8,S
34073,Variovorax paradoxus,S
237612,Sphingomonas panni,S
283734,Staphylococcus pseudintermedius,S
2563669,Treponema sp. OMZ 787,S
3435409,Paenibacillus sp. SN-8-1,S
4952,Yarrowia lipolytica,S
3426221,Alphaorpheovirus massiliense,S
1656159,Coxiella endosymbiont of Dermacentor marginatus,S
1936156,Roseibium sp.,S
2547394,Flavobacterium nackdongense,S
1314,Streptococcus pyogenes,S
1493,Clostridium cellulovorans,S
5270,Mycosarcoma maydis,S
549,Pantoea agglomerans,S
342113,Burkholderia oklahomensis,S
536441,Chryseobacterium taklimakanense,S
2509675,Ktedonosporobacter rubrisoli,S
3003260,Flavobacterium gelatinilyticum,S
1736674,Pseudalgibacter alginicilyticus,S
2904246,Fulvivirga ligni,S
1379,Gemella haemolysans,S
1892,Streptomyces anulatus,S
2931400,Sphingobacterium sp. PCS056,S
1363,Lactococcus garvieae,S
2731219,Alkaliphilus sp. B6464,S
498019,Candidozyma auris,S
294,Pseudomonas fluorescens,S
3140245,Bradyrhizobium sp. B124,S
2201271,Pedobacter schmidteae,S
665099,Cytobacillus oceanisediminis,S
2738844,Polaribacter pectinis,S
1617283,Flavobacterium nitrogenifigens,S
2704465,Rhodocytophaga rosea,S
33923,Mycoplasmopsis felis,S
2916633,Pseudoalteromonas sp. KAN5,S
343874,Empedobacter falsenii,S
86664,Priestia flexa,S
2916802,Parageobacillus sp. KH3-4,S
2594004,Formosa sediminum,S
1780362,Campylobacter geochelonis,S
2808900,Polaribacter batillariae,S
1333662,Polaribacter atrinae,S
1265445,Chryseobacterium camelliae,S
259,Sphingobacterium thalpophilum,S
2478954,Catenibacterium sp. co_0103,S
50719,Vibrio diabolicus,S
196,Campylobacter fetus,S
27291,Saccharomyces paradoxus,S
3140244,Bradyrhizobium sp. B097,S
2576902,Nostoc sp. C052,S
1617448,Geminocystis sp. NIES-3709,S
2058137,Polaribacter sp. ALD11,S
320912,Maribacter dokdonensis,S
1729720,Salegentibacter sp. T436,S
1482,Virgibacillus halodenitrificans,S
43080,Saccharolobus islandicus,S
